TicketId,Type,SubType,Status,Date,Preprocessed_EmailBody,Preprocessed_Subject,Masked_CustomerID,Masked_AgreementID
6550,General,Final Income Tax Certificate,Close,2016-02-19 12:30:00,"kindly provide of this financial year the amount paid upto till date on fri, feb 99, 9999 at 99:99 pm, < EmailID > wrote: :-:*:-: note: if you reply, all text following this line will be ignored.",re: [ticketid:rf9999]fwd: it certificate for loannumber,12002619,0
6557,REQUEST,FORECLOSURE,Close,2016-02-19 13:20:00,"sent from my sony xperia smartphone 
 
subject: request for issuing foreclosure letter 
sent: feb 99, 9999 9:99 pm 
 
 > dear sir, 
> this is regarding my loan a/c no. loannumber .please issue my foreclosure letter and list of documents at earliest. 
>",fw: request for issuing foreclosure letter,12004092,0
6559,REQUEST,FORECLOSURE,Close,2016-02-19 13:25:00,"dear sir, 
 
 
 please send me the updated foreclosure letter at the earliest as the above letter has expired.old letter is attached. 
 and",re: re:re:[ticketid:rf9999]re: foreclosure letter,12004896,11229962
6584,REQUEST,SOA,Close,2016-02-20 11:20:00,"i mr.tukaram s.chaudhari having loan housing loan a/c 
no. loannumber and tu a/c no. 
 loannumber , i am in need of both loan statement.please issue the same on my email.thak you...",loan statement,12002911,0
6586,General,Others,Close,2016-02-20 11:40:00,"dear team 
 
 this does not pertain to retail loans... please forward the mail to the insurance broking team.",re: fw: my claim reference is clm999999 ref.no.cip999999999,12001066,0
6595,REQUEST,FORECLOSURE,Close,2016-02-21 20:35:00,"dear sir/madam, [ref no : loan number loannumber ] this is to request you to kindly provide us with the following documents: list of documents submitted by us, to ehfl current outstanding statement for our loan account (as mentioned above) current rate of interest, emi and tenure for our loan account (as mentioned above) foreclosure letter","fw: re:[ticketid:rf9999]request for lod, loan a/c details and statement",12006189,0
6605,QUERY,TDSREIMBRELATED,Close,2016-02-22 11:50:00,"kind attn: mr vishal patel dear sir, please kindly look into the matter seriously and contact us on 999 9999 9999 prompt reply expected from you. on mon, feb 99, 9999 at 99:99 am, < EmailID > wrote: 
 :-:*:-: note: if you reply, all text following this line will be ignored.",re: [ticketid:rf9999]fwd: tds refund b enterprises - q9 - loan no. loannumber,12003703,0
6607,REQUEST,FORECLOSURE,Close,2016-02-22 12:05:00,"dear sir, i dont know why are you so delaying for forwarding my requested documents. seens last 9 months i had following for my list of documents and closer letter of both loans. kindly forward the same other wise i have to go consumer court against you. regards, yunus haldar. on tue, dec 99, 9999 at 99:99 am, younus halder < EmailID > wrote: dear sir, you for forwarding list of documents and others documents. i need foreclose letter of both loan on urgent basis. kindly forward asap. regards, yunus haldar on sat, dec 99, 9999 at 99:99 pm, homeservice < EmailID > wrote: 
 
 
 
 dear customer,",re: fw: required list of documents & outstanding letter_ loannumber _ loannumber,12004100,11228116
6613,General,Others,Close,2016-02-22 12:35:00,"dear sir, 
 
 i kindly request you to note that we have closed our bank
account and all our transaction in our existing indian overseas bank and opened
new account in karnataka bank ltd and also started our transaction , so
please i request you to send the new ecs form to the below mentioned
address so that we will sign and send back to you.",re: ecs form,12006723,11233390
6618,REQUEST,FORECLOSURE,Close,2016-02-22 13:30:00,"respected sir/madam, kindly issue me lod, outstanding loan amount (home & top up), track record and repayment schedule as soon as possible. &",loan a/c no. loannumber,12008444,0
6622,REQUEST,FORECLOSURE,Close,2016-02-22 14:20:00,"hi.. regarding your reply of reducing interest rate ...i would like to pay back loan ...so kindly issue us foreclosure latter ashish on wed, feb 99, 9999 at 9:99 pm, homeservice < EmailID > wrote: dear sir,",re: fw: request for revised interest rate_ loannumber,12001240,0
6634,REQUEST,REPAYMENT SCHEDULE,Close,2016-02-22 16:25:00,"on tuesday, 9 september 9999 99:99 am, ishvar patil < EmailID > wrote: dear sir, kindly send me repayment track for below mentioned account number 9. loannumber 9. loannumber ishwar patil",fw: for repayment track,12001885,0
6640,REQUEST,FORECLOSURE,Close,2016-02-22 17:05:00,"hi team,",re: [ticketid:rf9999]loan clearance request,12004711,0
6659,REQUEST,FORECLOSURE,Close,2016-02-23 00:15:00,"dear sir, 
 
 
 
 sub :foreclosure request ofloan a/c no. loannumber 
 
 
 
 
 dear sir, 
 
 
 
 i, ramesh chand upadhyaya have availing a loan from your financial institution against my commercial property unit no. 999 & 999, sf, vardhman. sunrise plaza ,plot no. 9, lsc, vasundhara-enclave, delhi .the
 loan a/c no. number is mentioned above. sir, i want foreclosethe said loan. i requested to you please issue me the
 foreclosure letter and send it on my mail id - EmailID as soon as possible. 
 
 
 
 
 
 &",foreclosure request to edelweiss,12006199,0
6667,REQUEST,FORECLOSURE,Close,2016-02-23 11:15:00,"hi , 
 
 myself ramesh and am having housing loan with you. this is regarding to release my brother srinivasan g from co-borrower of my loan housing loan since am the owner of this property (all the documents are in my name only) & the 999% emi
 is getting credited from my account from the day one. 
 
 we are added my brother as a co-borrower to get fixed interest scheme @ time of getting loan from you. now he is planned to buy an apartment , but his cibil report is saying that he is having housing loan with edelweiss & because of
 this he is not able to get the housing loan. 
 
 so, please release him from my loan account as soon as possible & send me the soft and hard copy of loan closure/released document for the same.",release my co-borrower,12002032,11222412
6669,REQUEST,FORECLOSURE,Close,2016-02-23 11:20:00,"++ added srinivasasn g 
 
 
 
 release my co-borrower 
 
 
 
 
 hi , 
 
 myself ramesh and am having housing loan with you. this is regarding to release my brother srinivasan g from co-borrower of my loan housing loan since am the owner of this property (all the documents are in my name only) & the 999% emi
 is getting credited from my account from the day one. 
 
 we are added my brother as a co-borrower to get fixed interest scheme @ time of getting loan from you. now he is planned to buy an apartment , but his cibil report is saying that he is having housing loan with edelweiss & because of
 this he is not able to get the housing loan. 
 
 so, please release him from my loan account as soon as possible & send me the soft and hard copy of loan closure/released document for the same.",re: release my co-borrower,12002032,11222412
6675,REQUEST,FORECLOSURE,Close,2016-02-23 13:05:00,"dear sir, we had taken loans from your company against a/c no. loannumber & loannumber . now we want to close the account.so please send the following documents asap. 9)lod 9)foreclosure statement. and",a/c no. loannumber & loannumber .,12005054,0
6679,General,Others,Close,2016-02-23 14:05:00,"reminder!!!! 
 
 
 
 re: repaysch : loan number 
 loannumber 
 
 
 
 dear sir/madam, 
 as per the revised repayment emi schedule the 
monthly deduction for 99 feb 99 should bers. 
99999, but rs. 99999/- has been deducted from my account on 99 feb 99. so please 
refund rs. 9999/- in my bank account. please confirm for the 
same. 
 
 and",fw: repaysch : loan number loannumber,12001443,11220958
6683,REQUEST,FORECLOSURE,Close,2016-02-23 14:40:00,"gentle reminder fw: home loan account no loannumber importance: high dear mr. grover, good day to you. this is call for foreclosure against said account. i am hereby requesting your esteemed organization for foreclosure of my home loan account. please advise me the amount to be paid against my said loan account and let us have list of docs you have. further advise me the procedure for closing my account within 99 working days. with",re: home loan account no loannumber,12003171,0
6686,REQUEST,FORECLOSURE,Close,2016-02-23 15:50:00,"dear sir, 
 i would like to close my lap numbered above on 99/99/9999. in this connection i have requested and obtained outstanding loan amount, list of original documents deposited with you. kindly facilitate the closure of my loan a/c. 
 i am for team edelweiss, for their response, cooperation and help during the tenure of my loan.",loan a/c no. loannumber .,12001991,0
6696,REQUEST,SOA,Close,2016-02-23 18:10:00,"sir, we had availed a loan against property in the name of calance marketing pvt.ltd. and the loan account number is loannumber . there has been a scrutiny check from income tax department and therefore we request you to provide us with the complete loan statement of the said loan account at the earliest. &",request for loan statement.,12002414,11223605
6720,REQUEST,FINAL IT CERTIFICATE NONHL,Close,2016-02-24 11:59:00,"sir / madam,

i am having loan account bearing above referred account no.

kindly send us loan interest certificate for the period 99.99.9999 to
99.99.9999 and 99.99.9999 to 99.999.9999. the interest certificate is
required for the income tax purpose.

kindly send it on an urgent basis.",loan account no. loannumber,12002500,11224040
6727,REQUEST,FORECLOSURE,Close,2016-02-24 12:34:00,"pls action on priority on tue, may 9, 9999 at 9:99 am, gulshan malik < EmailID > wrote: dear all as per sanction letter for both the above mentioned loans, foreclosure charges was applicable only on top-up ( loannumber ). request you to please get the lan- loannumber corrected as this was home loan and at the time of loan application no where it was mentioned. note: both these loan will be closed latest by 9th of may 9999. please action on priority.",re: [ticketid:rf9999]regd foreclosure,12001730,11221531
6744,QUERY,TDSREIMBRELATED,Close,2016-02-24 15:10:00,"dear sir, as per the income tax act , 9999 we are advised by our auditors to pay tds on interest paid to edel weiss for rs 999999/-. tds will be rs 99999/- hence we request you to give approval for remitting the above payment. we will issue tds certificate ( form 99a) after remitting the above. kindly reimburse the above amount of rs 99999/- by cheque or rtgs to us . beneficiary name: hot chips restaurants pvt ltd current a/c loannumber bank union bank of india, nungambakkam branch address 99 college road, nungambakkam, chennai - 999999 ifs code: ubino999999 &",tds to be deducted,12001996,0
6765,REQUEST,FORECLOSURE,Close,2016-02-24 19:55:00,"dear sir, please provide me list of documents and my loan a/c statement. please also provide me latest forclosure letter &",re: documents detail & forclosure letter,12006906,0
6777,REQUEST,FORECLOSURE,Close,2016-02-25 12:00:00,"sir, we have not offered your rate of interest so that purpose we are transferring our loan -- desai infra projects (india) pvt. ltd. 
 off.no. 999, 9rd floor, gera no.99 (building), near bishop school, ramwadi naka, kalayaninagar, pune. 999999. 
 ph. 999-99999999 ; 99999999 amit",requirement of foreclouser,12002269,11223007
6789,REQUEST,SOA,Close,2016-02-25 14:10:00,hello sir/ / madam i need statement of accounts of my home loan which is 9999999999 for the period 9/9/9999 to 99/9/9999 its a little urgent so please do the needful asap manoj gala 99999999999 -- &,loan ref no loannumber,12005835,0
6799,REQUEST,FINAL IT CERTIFICATE,Close,2016-02-25 17:05:00,"hello sir / madam i also need interest and principal certificate for my loan acc no 9999999999 for the period 9/9/99 to 99/9/99 manoj gala on thu, feb 99, 9999 at 9:99 pm, manoj gala < EmailID > wrote: hello sir/ / madam i need statement of accounts of my home loan which is 9999999999 for the period 9/9/9999 to 99/9/9999 its a little urgent so please do the needful asap manoj gala 99999999999 -- &",re: loan ref no loannumber,12005835,0
6805,REQUEST,FORECLOSURE,Close,2016-02-25 17:50:00,"pls provide fc and lod for both the lans sent from yahoo mail on android from :"" EmailID "" < EmailID > date :sat, 99 apr, 9999 at 99:99 pm subject :re: re: proit : loan number loannumber 
 
 
 
 
 
 
 
 
 
 dear mr. nagesh",re: re: re: proit : loan number loannumber,12005371,0
6818,QUERY,CHANGEOFROI,Close,2016-02-26 12:00:00,,closing of loan a/c,12001033,11220079
6822,QUERY,CHANGEOFROI,Close,2016-02-26 12:30:00,"dear sir,
 
 with reference to the loan a/c. no's loannumber & loan a/c. no.
 loannumber 
 we are paying the interest at the rate of 99.99% which compared to the market
is
 high, pls consider and revert back.
 
we have also attached scanned copy of request letter for change in email id
already submitted to you long back .",fwd: interest rate,12002746,11224711
6824,REQUEST,COPYOFORIGDOCS,Close,2016-02-26 12:35:00,"kindly send the required document against loan no. loannumber and property mortgage situated at flat no. 999, 9th floor, plot no. 99, sector - 9, the associated cghs ltd. imt manesar, gurgaon - 999999 are as under:- 9. copy of noc dated 99.99.9999 issued by the associated cghs ltd. 9. copy of share certificate 9. copy of allotment letter 9. copy of letter of handing over possession 9. copy of noc issued by sbi 9. copy of payment receipt issued by sbi 9. copy of conveyance deed",required documents against loan no. loannumber,12004392,11228840
6828,REQUEST,FORECLOSURE,Close,2016-02-26 13:15:00,"hi team, i am looking forward for the foreclosure letter for my loan account number ... i have sent numerous email and have visited your office couple of times but have not got a suitable solution. i am highly dissatisfied with your company. kamal behrani m:9999999999 begin : fwd: loan ac no. loannumber hi team maine last year bhi mails kari kari but muje koi response nahi aaya aapki side se. meri mother ko cancer ho gaya tha unke treatment mein mai busy tha. last month my mother passed away after prolong illness. abhi tak aapne rate of interest bhi kam nahi kiya hai jab ki muje other banks se continues offers aate hai very cheap rate of interest ke. last time bhi response nahi aaya tha maine mails attach kari hai last vali please check and conferm waiting for your quick responce.",fwd: loan ac no. loannumber,12002750,0
6832,REQUEST,REPAYMENT SCHEDULE,Close,2016-02-26 13:45:00,"dear sachin, hope by now you would have received the switch fee cheque. kindly send us revised statement and further process.",re: fw: repaysch : loan number loannumber,12001022,0
6834,REQUEST,FINAL IT CERTIFICATE,Close,2016-02-26 14:20:00,hello sir / madam i also need interest and principal certificate for my loan acc no 9999999999 for the period 9/9/99 to 99/9/99 &,fwd: loan ref no loannumber,12005835,0
6839,REQUEST,FORECLOSURE,Close,2016-02-26 15:50:00,"dear sir, please refer to the subject loan account which we are serving from 9/9/9999. with the reduction in the interest rate for lap, we request you to reduce the rate of interest to 99.99% effective from sept 9999. the lap is now available @ 99.99% from the other banks and finance companies. you are also requested to issue the foreclosure letter immediately and statement of account from december 9999 till date.",re: loan account no. loannumber -reduction in rate of interest,12001212,0
6844,REQUEST,FORECLOSURE,Close,2016-02-26 16:35:00,"hi team, 
 
 
 
 
 please let me know the address where i have to go and submit the dd for loan closer.. 
 
 
 near ghaziabad or delhi 
 
 
 pls reply asap,.",re: [ticketid:rf9999]fore closer letter and lod for loan account no loannumber .,12006483,0
6846,QUERY,CHANGEOFROI,Close,2016-02-26 16:50:00,"hi as per your last email no one has yet contacted us or replied to us regarding our query .. it's almost 99 days now .. also i needed to make a complaint that i have not yet received my insurance copy from icici , kindly send my insurance of my said flat and please send it only through blue dart courier , other courier services are not reliable in our area .. it's been over a year now that i have taken the home loan .. i need my insurance copy .. kindly let us know if we can personally go and collect it from any of your offices in bombay .. please do revert on my rate of interest issue .. which is the previous issue raised by us .. second is my insurance copy not yet received from edelweiss .. it's through icici lombard ..",re: re:[ticketid:rf9999]request to reduce my roi [ref no : loan number loannumber ],12006189,0
6848,REQUEST,PREPAYTENORCHNG,Close,2016-02-26 17:50:00,"sir, we have taken a mortgage loan a/c.lhdlap9999999999 from edelweiss housing finance limited. how much amount will pay for eligible without penalty. please find above attached file of statement. -- gauthami pipes pvt ltd nacharam hyderabad 9999999999 web: www.gauthamipipes.com mail: EmailID",pre part payment -reg.,12005162,0
6854,REQUEST,REPAYMENT SCHEDULE,Close,2016-02-26 22:45:00,"team edelweiss, if you have kept a track of my earlier exchange of mails, you guys have agreed for 99.99% roi. and i am asking for the same, whereas you have mailed me payment plan of 99.99% kindly check and resend. vikas bafna tribal zone on 99-feb-9999, at 9:99 pm, "" EmailID "" < EmailID > wrote: 
 
 
 dear customer, ref no : loan number loannumber",re: repaysch : loan number loannumber,12001022,0
6862,QUERY,CHANGEOFROI,Close,2016-02-27 13:24:00,"dear sachin, 
 good afternoon, 
 a lot for your mail. 99.99 is the","re:customer name sanjay sinha - reduction in roi, customer id loannumber",12002455,0
6864,QUERY,CHANGEOFROI,Close,2016-02-27 13:39:00,"dear sir, 
 we have availed a home loan from your company and our current rate of interest is 99.99%. we request you to revise the same as per the current market rate of 9.9% which is the offer that we are getting from hdfc and hsbc banks. 
 we would like tomaintain our relationship with edelweiss so kindly let us know your",revision in roi for loan agreement no. loannumber,12002622,11224233
6866,QUERY,CHANGEOFROI,Close,2016-02-27 14:04:00,"dear sir/madam, we request you to kindly send us the loan forfeiture letter for our records and necessary action. kindly take the above on top priority. ketan mehta on saturday, 99 february 9999 9:99 pm, "" EmailID "" < EmailID > wrote: 
 :-:*:-: note: if you reply, all text following this line will be ignored.",re: [ticketid:rf9999]re: closing of loan a/c,12001033,11220079
6873,REQUEST,LISTOFDOCS,Close,2016-02-27 16:59:00,respected sir/madam please provide us the lod against loan no.:- loannumber as soon as possible in priorty basis . &,lod against loan loannumber,12006489,0
